Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
4817;CA-2011-139598;26/12/2011;31/12/2011;Standard Class;MG-17695;Maureen Gnade;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-AP-10002998;Office Supplies;Appliances;Holmes 99% HEPA Air Purifier;34,656;2;0,2;5,6316
4818;CA-2011-139598;26/12/2011;31/12/2011;Standard Class;MG-17695;Maureen Gnade;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-AP-10003287;Office Supplies;Appliances;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;81,552;2;0,2;8,1552
4819;CA-2011-139598;26/12/2011;31/12/2011;Standard Class;MG-17695;Maureen Gnade;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-ST-10001370;Office Supplies;Storage;Sensible Storage WireTech Storage Systems;227,136;4;0,2;-42,588
4824;CA-2013-140018;22/11/2013;27/11/2013;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;TEC-MA-10000752;Technology;Machines;Texas Instrument TI-15 Fraction Calculator;30,345;7;0,7;-24,276
4825;CA-2013-140018;22/11/2013;27/11/2013;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;FUR-CH-10003817;Furniture;Chairs;Global Value Steno Chair, Gray;127,554;3;0,3;-9,111
4826;CA-2013-140018;22/11/2013;27/11/2013;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;FUR-FU-10001876;Furniture;Furnishings;"Computer Room Manger, 14""";77,952;3;0,2;15,5904
4827;US-2014-136707;13/11/2014;16/11/2014;First Class;JE-15610;Jim Epp;Corporate;United States;Los Angeles;California;90036;West;OFF-BI-10003460;Office Supplies;Binders;Acco 3-Hole Punch;14,016;4;0,2;4,9056
4830;CA-2013-152408;16/05/2013;22/05/2013;Standard Class;TT-21220;Thomas Thornton;Consumer;United States;New York City;New York;10035;East;OFF-BI-10002393;Office Supplies;Binders;Binder Posts;13,776;3;0,2;4,4772
4835;CA-2014-167661;6/10/2014;11/10/2014;Standard Class;MP-18175;Mike Pelletier;Home Office;United States;San Francisco;California;94110;West;OFF-BI-10002571;Office Supplies;Binders;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";39,92;5;0,2;13,473
4836;CA-2014-167661;6/10/2014;11/10/2014;Standard Class;MP-18175;Mike Pelletier;Home Office;United States;San Francisco;California;94110;West;OFF-PA-10002581;Office Supplies;Paper;Xerox 1951;61,96;2;0;27,882
4837;CA-2014-167661;6/10/2014;11/10/2014;Standard Class;MP-18175;Mike Pelletier;Home Office;United States;San Francisco;California;94110;West;OFF-BI-10001097;Office Supplies;Binders;Avery Hole Reinforcements;19,936;4;0,2;7,2268
4845;US-2011-128685;4/04/2011;5/04/2011;First Class;MZ-17515;Mary Zewe;Corporate;United States;Los Angeles;California;90008;West;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;7,184;2;0,2;2,245
4857;CA-2012-137526;13/01/2012;17/01/2012;Standard Class;PB-19150;Philip Brown;Consumer;United States;Los Angeles;California;90004;West;OFF-BI-10003364;Office Supplies;Binders;Binding Machine Supplies;70,008;3;0,2;24,5028
4858;CA-2012-137526;13/01/2012;17/01/2012;Standard Class;PB-19150;Philip Brown;Consumer;United States;Los Angeles;California;90004;West;FUR-FU-10001861;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;77,6;4;0;38,024
4859;CA-2012-137526;13/01/2012;17/01/2012;Standard Class;PB-19150;Philip Brown;Consumer;United States;Los Angeles;California;90004;West;FUR-FU-10004845;Furniture;Furnishings;Deflect-o EconoMat Nonstudded, No Bevel Mat;464,85;9;0;92,97
4863;CA-2013-125164;11/11/2013;15/11/2013;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;New York City;New York;10011;East;OFF-BI-10001191;Office Supplies;Binders;Canvas Sectional Post Binders;20,368;1;0,2;7,3834
4864;CA-2013-125164;11/11/2013;15/11/2013;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;New York City;New York;10011;East;OFF-BI-10003982;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders;49,848;3;0,2;16,8237
4865;CA-2014-163531;27/06/2014;1/07/2014;Standard Class;SC-20725;Steven Cartwright;Consumer;United States;New York City;New York;10024;East;TEC-PH-10001425;Technology;Phones;Mophie Juice Pack Helium for iPhone;239,97;3;0;67,1916
4866;CA-2014-122490;14/11/2014;19/11/2014;Standard Class;TT-21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;2404,704;6;0,2;150,294
4867;CA-2014-122490;14/11/2014;19/11/2014;Standard Class;TT-21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;563,024;11;0,2;190,0206
4868;CA-2014-122490;14/11/2014;19/11/2014;Standard Class;TT-21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;OFF-ST-10000991;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;344,91;3;0;10,3473
4869;CA-2014-122490;14/11/2014;19/11/2014;Standard Class;TT-21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;8,64;3;0;4,2336
4872;CA-2014-164042;24/05/2014;28/05/2014;Standard Class;KL-16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFF-FA-10000840;Office Supplies;Fasteners;OIC Thumb-Tacks;1,824;2;0,2;0,6156
4873;CA-2014-164042;24/05/2014;28/05/2014;Standard Class;KL-16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFF-AP-10001947;Office Supplies;Appliances;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;18,32;5;0,8;-46,716
4874;CA-2014-164042;24/05/2014;28/05/2014;Standard Class;KL-16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFF-ST-10002301;Office Supplies;Storage;Tennsco Commercial Shelving;48,816;3;0,2;-11,5938
4875;CA-2014-164042;24/05/2014;28/05/2014;Standard Class;KL-16645;Ken Lonsdale;Consumer;United States;Houston;Texas;77095;Central;OFF-BI-10001922;Office Supplies;Binders;Storex Dura Pro Binders;1,188;1;0,8;-1,9602
4876;CA-2011-132864;2/12/2011;7/12/2011;Standard Class;KN-16390;Katherine Nockton;Corporate;United States;Columbus;Ohio;43229;East;TEC-AC-10001267;Technology;Accessories;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;119,8;5;0,2;29,95
4891;CA-2013-135776;24/12/2013;31/12/2013;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10001246;Office Supplies;Art;Newell 317;8,82;3;0;2,5578
4892;CA-2013-135776;24/12/2013;31/12/2013;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFF-PA-10001295;Office Supplies;Paper;Computer Printout Paper with Letter-Trim Perforations;37,94;2;0;18,2112
4893;CA-2013-135776;24/12/2013;31/12/2013;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10001231;Office Supplies;Art;Sanford EarthWrite Recycled Pencils, Medium Soft, #2;4,2;2;0;1,176
4894;CA-2013-135776;24/12/2013;31/12/2013;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;227,28;2;0;2,2728
4895;CA-2013-135776;24/12/2013;31/12/2013;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFF-PA-10004327;Office Supplies;Paper;Xerox 1911;47,9;1;0;22,992
4896;CA-2013-135776;24/12/2013;31/12/2013;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFF-EN-10004773;Office Supplies;Envelopes;Staples;61,96;2;0;30,3604
4897;CA-2013-135776;24/12/2013;31/12/2013;Standard Class;EH-13765;Edward Hooks;Corporate;United States;Seattle;Washington;98103;West;OFF-ST-10003470;Office Supplies;Storage;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;1117,92;4;0;55,896
4903;CA-2014-110884;8/03/2014;13/03/2014;Standard Class;SH-20395;Shahid Hopkins;Consumer;United States;New York City;New York;10035;East;OFF-BI-10003669;Office Supplies;Binders;3M Organizer Strips;25,92;6;0,2;9,072
4904;CA-2014-110884;8/03/2014;13/03/2014;Standard Class;SH-20395;Shahid Hopkins;Consumer;United States;New York City;New York;10035;East;OFF-LA-10003510;Office Supplies;Labels;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;91,59;3;0;42,1314
4905;US-2011-161613;1/12/2011;3/12/2011;Second Class;MC-17605;Matt Connell;Corporate;United States;Houston;Texas;77070;Central;FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;674,058;3;0,3;-19,2588
4915;CA-2012-161830;24/09/2012;26/09/2012;Second Class;ME-17725;Max Engle;Consumer;United States;Seattle;Washington;98105;West;OFF-AR-10004042;Office Supplies;Art;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;35,96;2;0;10,4284
4916;CA-2012-161830;24/09/2012;26/09/2012;Second Class;ME-17725;Max Engle;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10001097;Office Supplies;Binders;Avery Hole Reinforcements;14,952;3;0,2;5,4201
4921;CA-2014-101728;20/08/2014;24/08/2014;Standard Class;SC-20575;Sonia Cooley;Consumer;United States;Chicago;Illinois;60653;Central;OFF-BI-10002393;Office Supplies;Binders;Binder Posts;2,296;2;0,8;-3,9032
4927;CA-2014-117653;20/10/2014;24/10/2014;Standard Class;MO-17500;Mary O'Rourke;Consumer;United States;Chicago;Illinois;60623;Central;FUR-TA-10003008;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table;91,275;1;0,5;-67,5435
4930;US-2011-138828;2/09/2011;3/09/2011;First Class;KD-16345;Katherine Ducich;Consumer;United States;New York City;New York;10009;East;OFF-AR-10000658;Office Supplies;Art;Newell 324;57,75;5;0;16,17
4931;US-2011-138828;2/09/2011;3/09/2011;First Class;KD-16345;Katherine Ducich;Consumer;United States;New York City;New York;10009;East;OFF-PA-10000349;Office Supplies;Paper;Staples;14,94;3;0;7,0218
4932;CA-2014-143651;26/03/2014;31/03/2014;Standard Class;FM-14215;Filia McAdams;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10001446;Office Supplies;Art;Newell 309;23,1;2;0;6,93
4938;CA-2011-157147;14/01/2011;19/01/2011;Standard Class;BD-11605;Brian Dahlen;Consumer;United States;San Francisco;California;94109;West;OFF-ST-10000078;Office Supplies;Storage;Tennsco 6- and 18-Compartment Lockers;1325,85;5;0;238,653
4939;CA-2011-157147;14/01/2011;19/01/2011;Standard Class;BD-11605;Brian Dahlen;Consumer;United States;San Francisco;California;94109;West;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;333,999;3;0,15;3,9294
4940;CA-2011-157147;14/01/2011;19/01/2011;Standard Class;BD-11605;Brian Dahlen;Consumer;United States;San Francisco;California;94109;West;OFF-AR-10003514;Office Supplies;Art;4009 Highlighters by Sanford;19,9;5;0;6,567
4948;CA-2011-102085;4/10/2011;9/10/2011;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Seattle;Washington;98115;West;OFF-LA-10002475;Office Supplies;Labels;Avery 519;29,24;4;0;13,7428
4949;CA-2014-107125;28/11/2014;3/12/2014;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Los Angeles;California;90045;West;OFF-BI-10001989;Office Supplies;Binders;Premium Transparent Presentation Covers by GBC;117,488;7;0,2;41,1208
4950;CA-2014-107125;28/11/2014;3/12/2014;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Los Angeles;California;90045;West;FUR-FU-10000732;Furniture;Furnishings;Eldon 200 Class Desk Accessories;18,84;3;0;6,0288
4951;CA-2013-125815;29/10/2013;2/11/2013;Second Class;DL-13330;Denise Leinenbach;Consumer;United States;New York City;New York;10009;East;OFF-AR-10004441;Office Supplies;Art;BIC Brite Liner Highlighters;12,42;3;0;5,2164
4953;CA-2014-117926;9/12/2014;13/12/2014;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;San Francisco;California;94109;West;OFF-AP-10002670;Office Supplies;Appliances;Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors;69,48;1;0;20,844
4954;CA-2012-153906;16/03/2012;20/03/2012;Standard Class;MS-17980;Michael Stewart;Corporate;United States;New York City;New York;10009;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;85,9;2;0;2,577
4960;CA-2013-166226;19/11/2013;23/11/2013;Standard Class;TC-21535;Tracy Collins;Home Office;United States;Los Angeles;California;90008;West;TEC-PH-10003357;Technology;Phones;Grandstream GXP2100 Mainstream Business Phone;61,192;1;0,2;6,1192
4961;CA-2013-166226;19/11/2013;23/11/2013;Standard Class;TC-21535;Tracy Collins;Home Office;United States;Los Angeles;California;90008;West;OFF-AP-10002867;Office Supplies;Appliances;Fellowes Command Center 5-outlet power strip;67,84;1;0;18,3168
4962;CA-2011-156587;7/03/2011;8/03/2011;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10004477;Furniture;Chairs;Global Push Button Manager's Chair, Indigo;48,712;1;0,2;5,4801
4963;CA-2011-156587;7/03/2011;8/03/2011;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;OFF-AR-10001427;Office Supplies;Art;Newell 330;17,94;3;0;4,6644
4964;CA-2011-156587;7/03/2011;8/03/2011;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;OFF-ST-10002344;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit";242,94;3;0;4,8588
4977;CA-2012-165050;7/12/2012;9/12/2012;First Class;AH-10210;Alan Hwang;Consumer;United States;New York City;New York;10024;East;OFF-BI-10001031;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;21,36;5;0,2;7,209
4978;CA-2012-165050;7/12/2012;9/12/2012;First Class;AH-10210;Alan Hwang;Consumer;United States;New York City;New York;10024;East;OFF-BI-10003727;Office Supplies;Binders;Avery Durable Slant Ring Binders With Label Holder;6,688;2;0,2;2,3408
4979;CA-2012-165050;7/12/2012;9/12/2012;First Class;AH-10210;Alan Hwang;Consumer;United States;New York City;New York;10024;East;TEC-PH-10001336;Technology;Phones;Digium D40 VoIP phone;773,94;6;0;224,4426
4980;US-2013-131114;10/12/2013;14/12/2013;Second Class;RW-19630;Rob Williams;Corporate;United States;Chicago;Illinois;60610;Central;OFF-SU-10001664;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers;20,568;3;0,2;1,5426
4981;US-2013-131114;10/12/2013;14/12/2013;Second Class;RW-19630;Rob Williams;Corporate;United States;Chicago;Illinois;60610;Central;OFF-AP-10003971;Office Supplies;Appliances;Belkin 6 Outlet Metallic Surge Strip;4,356;2;0,8;-11,7612
4982;US-2013-131114;10/12/2013;14/12/2013;Second Class;RW-19630;Rob Williams;Corporate;United States;Chicago;Illinois;60610;Central;TEC-AC-10000199;Technology;Accessories;Kingston Digital DataTraveler 8GB USB 2.0;19,04;4;0,2;-1,428
4984;CA-2013-109925;7/11/2013;11/11/2013;Second Class;IM-15070;Irene Maddox;Consumer;United States;San Diego;California;92105;West;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;84,84;3;0;22,9068
4986;CA-2011-125171;3/09/2011;3/09/2011;Same Day;AG-10390;Allen Goldenen;Consumer;United States;New York City;New York;10009;East;OFF-LA-10001175;Office Supplies;Labels;Avery 514;14,4;5;0;7,056
4990;CA-2014-107321;1/09/2014;5/09/2014;Standard Class;AW-10930;Arthur Wiediger;Home Office;United States;San Francisco;California;94110;West;OFF-BI-10004022;Office Supplies;Binders;Acco Suede Grain Vinyl Round Ring Binder;6,672;3;0,2;2,1684
4991;CA-2014-107321;1/09/2014;5/09/2014;Standard Class;AW-10930;Arthur Wiediger;Home Office;United States;San Francisco;California;94110;West;TEC-PH-10002200;Technology;Phones;Aastra 6757i CT Wireless VoIP phone;689,408;4;0,2;77,5584
4992;US-2014-122714;8/12/2014;14/12/2014;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;Chicago;Illinois;60653;Central;OFF-BI-10001120;Office Supplies;Binders;Ibico EPK-21 Electric Binding System;1889,99;5;0,8;-2929,4845
4996;CA-2011-132227;4/11/2011;10/11/2011;Standard Class;SZ-20035;Sam Zeldin;Home Office;United States;New York City;New York;10011;East;OFF-BI-10000962;Office Supplies;Binders;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";52,064;4;0,2;18,8732
4999;CA-2013-129238;31/01/2013;4/02/2013;Standard Class;SC-20050;Sample Company A;Home Office;United States;Los Angeles;California;90045;West;TEC-PH-10004120;Technology;Phones;AT&T 1080 Phone;109,592;1;0,2;8,2194
5000;CA-2013-129238;31/01/2013;4/02/2013;Standard Class;SC-20050;Sample Company A;Home Office;United States;Los Angeles;California;90045;West;OFF-PA-10002764;Office Supplies;Paper;Staples;56,7;5;0;27,783
5001;CA-2014-159688;8/05/2014;13/05/2014;Standard Class;AB-10060;Adam Bellavance;Home Office;United States;Los Angeles;California;90004;West;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;79,99;1;0;28,7964
5004;CA-2013-155033;8/10/2013;13/10/2013;Standard Class;CC-12475;Cindy Chapman;Consumer;United States;Los Angeles;California;90032;West;OFF-PA-10000143;Office Supplies;Paper;Astroparche Fine Business Paper;10,56;2;0;5,0688
5007;CA-2012-169796;9/11/2012;14/11/2012;Standard Class;Dp-13240;Dean percer;Home Office;United States;New York City;New York;10035;East;TEC-MA-10000045;Technology;Machines;Zebra ZM400 Thermal Label Printer;2321,9;2;0;1114,512
5008;CA-2012-169796;9/11/2012;14/11/2012;Standard Class;Dp-13240;Dean percer;Home Office;United States;New York City;New York;10035;East;OFF-ST-10001505;Office Supplies;Storage;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";17,94;3;0;3,0498
5009;CA-2012-102876;7/09/2012;14/09/2012;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10004781;Office Supplies;Binders;GBC Wire Binding Strips;9,522;1;0,7;-6,9828
5010;CA-2012-102876;7/09/2012;14/09/2012;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;Philadelphia;Pennsylvania;19134;East;TEC-PH-10002680;Technology;Phones;Samsung Galaxy Note 3;791,964;6;0,4;-131,994
5011;CA-2012-102876;7/09/2012;14/09/2012;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10000848;Office Supplies;Binders;Angle-D Ring Binders;4,923;3;0,7;-3,9384
5018;CA-2011-127558;15/11/2011;18/11/2011;First Class;SS-20410;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;FUR-FU-10002505;Furniture;Furnishings;Eldon 100 Class Desk Accessories;10,11;3;0;3,2352
5019;CA-2011-127558;15/11/2011;18/11/2011;First Class;SS-20410;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;TEC-AC-10003832;Technology;Accessories;Logitech P710e Mobile Speakerphone;772,47;3;0;146,7693
5020;CA-2011-127558;15/11/2011;18/11/2011;First Class;SS-20410;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;OFF-SU-10002537;Office Supplies;Supplies;Acme Box Cutter Scissors;20,46;2;0;5,3196
5021;CA-2014-136511;24/03/2014;26/03/2014;Second Class;MZ-17515;Mary Zewe;Corporate;United States;New York City;New York;10011;East;OFF-SU-10003505;Office Supplies;Supplies;Premier Electric Letter Opener;347,58;3;0;17,379
5022;CA-2013-133795;19/12/2013;25/12/2013;Standard Class;JE-15475;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;72,64;2;0;21,792
5023;CA-2013-133795;19/12/2013;25/12/2013;Standard Class;JE-15475;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;TEC-AC-10003832;Technology;Accessories;Logitech P710e Mobile Speakerphone;772,47;3;0;146,7693
5024;CA-2013-133795;19/12/2013;25/12/2013;Standard Class;JE-15475;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;FUR-FU-10003731;Furniture;Furnishings;Eldon Expressions Wood and Plastic Desk Accessories, Oak;39,92;4;0;11,1776
5029;CA-2011-151792;2/09/2011;7/09/2011;Second Class;CV-12295;Christina VanderZanden;Consumer;United States;Chicago;Illinois;60653;Central;TEC-AC-10001606;Technology;Accessories;Logitech Wireless Performance Mouse MX for PC and Mac;239,976;3;0,2;53,9946
5030;CA-2014-139304;30/01/2014;3/02/2014;Standard Class;VG-21790;Vivek Gonzalez;Consumer;United States;San Francisco;California;94109;West;OFF-AR-10001216;Office Supplies;Art;Newell 339;8,34;3;0;2,1684
5031;CA-2014-139304;30/01/2014;3/02/2014;Standard Class;VG-21790;Vivek Gonzalez;Consumer;United States;San Francisco;California;94109;West;OFF-SU-10001664;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers;8,57;1;0;2,2282
5032;CA-2014-139304;30/01/2014;3/02/2014;Standard Class;VG-21790;Vivek Gonzalez;Consumer;United States;San Francisco;California;94109;West;OFF-BI-10002498;Office Supplies;Binders;Clear Mylar Reinforcing Strips;119,616;8;0,2;40,3704
5036;CA-2011-169803;6/04/2011;12/04/2011;Standard Class;SC-20260;Scott Cohen;Corporate;United States;Seattle;Washington;98115;West;FUR-TA-10000688;Furniture;Tables;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;653,55;3;0;111,1035
5037;CA-2011-169803;6/04/2011;12/04/2011;Standard Class;SC-20260;Scott Cohen;Corporate;United States;Seattle;Washington;98115;West;TEC-AC-10003441;Technology;Accessories;Kingston Digital DataTraveler 32GB USB 2.0;33,9;2;0;2,034
5042;CA-2013-158694;11/11/2013;14/11/2013;Second Class;AI-10855;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;OFF-PA-10002421;Office Supplies;Paper;Embossed Ink Jet Note Cards;67,71;3;0;32,5008
5043;CA-2013-158694;11/11/2013;14/11/2013;Second Class;AI-10855;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;OFF-AP-10000055;Office Supplies;Appliances;Belkin F9S820V06 8 Outlet Surge;129,92;4;0;38,976
5044;CA-2013-158694;11/11/2013;14/11/2013;Second Class;AI-10855;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;FUR-FU-10000965;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";467,46;9;0;191,6586
5045;CA-2013-158694;11/11/2013;14/11/2013;Second Class;AI-10855;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;OFF-PA-10001363;Office Supplies;Paper;Xerox 1933;61,4;5;0;28,858
5046;CA-2013-158694;11/11/2013;14/11/2013;Second Class;AI-10855;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;OFF-ST-10001496;Office Supplies;Storage;Standard Rollaway File with Lock;720,76;4;0;187,3976
5047;CA-2013-158694;11/11/2013;14/11/2013;Second Class;AI-10855;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;OFF-BI-10004656;Office Supplies;Binders;Peel & Stick Add-On Corner Pockets;5,184;3;0,2;1,8144
5048;CA-2013-158694;11/11/2013;14/11/2013;Second Class;AI-10855;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;OFF-AR-10001227;Office Supplies;Art;Newell 338;14,7;5;0;3,969
5049;US-2011-104759;31/03/2011;4/04/2011;Standard Class;DD-13570;Dorothy Dickinson;Consumer;United States;Chicago;Illinois;60610;Central;OFF-BI-10002071;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;8,134;7;0,8;-13,8278
5050;US-2011-104759;31/03/2011;4/04/2011;Standard Class;DD-13570;Dorothy Dickinson;Consumer;United States;Chicago;Illinois;60610;Central;TEC-AC-10004901;Technology;Accessories;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;79,984;2;0,2;13,9972
5052;CA-2012-134922;7/11/2012;11/11/2012;Standard Class;KB-16240;Karen Bern;Corporate;United States;Philadelphia;Pennsylvania;19140;East;OFF-EN-10000483;Office Supplies;Envelopes;White Envelopes, White Envelopes with Clear Poly Window;24,4;2;0,2;7,93
5059;CA-2013-120796;4/04/2013;8/04/2013;Standard Class;CS-11950;Carlos Soltero;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-BI-10004330;Office Supplies;Binders;GBC Velobind Prepunched Cover Sets, Regency Series;99,846;9;0,7;-83,205
5068;CA-2014-160934;16/01/2014;20/01/2014;Standard Class;TT-21460;Tonja Turnell;Home Office;United States;Los Angeles;California;90008;West;OFF-AR-10003504;Office Supplies;Art;Newell 347;21,4;5;0;6,206
5074;CA-2012-145485;5/11/2012;5/11/2012;Same Day;JM-16195;Justin MacKendrick;Consumer;United States;San Francisco;California;94109;West;OFF-ST-10000649;Office Supplies;Storage;Hanging Personal Folder File;62,8;4;0;15,7
5075;CA-2014-151071;26/04/2014;30/04/2014;Second Class;MB-18085;Mick Brown;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10002103;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;13,904;2;0,2;4,5188
5076;CA-2011-134572;20/04/2011;22/04/2011;Second Class;SV-20365;Seth Vernon;Consumer;United States;Houston;Texas;77070;Central;FUR-TA-10001705;Furniture;Tables;Bush Advantage Collection Round Conference Table;744,1;5;0,3;-95,67
5077;CA-2011-134572;20/04/2011;22/04/2011;Second Class;SV-20365;Seth Vernon;Consumer;United States;Houston;Texas;77070;Central;OFF-ST-10004634;Office Supplies;Storage;Personal Folder Holder, Ebony;44,84;5;0,2;5,605
5078;CA-2011-134572;20/04/2011;22/04/2011;Second Class;SV-20365;Seth Vernon;Consumer;United States;Houston;Texas;77070;Central;FUR-TA-10004442;Furniture;Tables;Riverside Furniture Stanwyck Manor Table Series;401,59;2;0,3;-131,951
5080;US-2014-133312;26/11/2014;30/11/2014;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;San Francisco;California;94122;West;FUR-BO-10002213;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;359,499;3;0,15;-29,6058
5081;US-2014-133312;26/11/2014;30/11/2014;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;San Francisco;California;94122;West;OFF-ST-10001325;Office Supplies;Storage;Sterilite Officeware Hinged File Box;10,48;1;0;2,8296
5087;CA-2012-109001;5/03/2012;9/03/2012;Standard Class;KN-16390;Katherine Nockton;Corporate;United States;Philadelphia;Pennsylvania;19120;East;TEC-PH-10000562;Technology;Phones;Samsung Convoy 3;466,158;7;0,4;-93,2316
5088;CA-2012-109001;5/03/2012;9/03/2012;Standard Class;KN-16390;Katherine Nockton;Corporate;United States;Philadelphia;Pennsylvania;19120;East;TEC-AC-10001101;Technology;Accessories;Sony 16GB Class 10 Micro SDHC R40 Memory Card;10,312;1;0,2;-1,289
